"","date","brand","lastPrice","ticker","shoeName","tradeVolmn","shoeDesc","tradeRange","shoeVol","pricePrem"
"4504","2017","other-sneakers",NA,"RB-PSUBKM","Reebok Pump Supreme Ultraknit Black Moss","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4505","2017","other-sneakers",150,"INSTA-CCWHT","Reebok Instapump Fury Concepts CC Pack Platinum White","Size 8",NA,"Trade Range (12 Mos.)US$ 135 - US$ 165",NA,-14.3
"4506","2017","other-sneakers",65,"GL3-PSJCNVY","ASICS Gel-Lyte III Packer Shoes x J. Crew Navy Buck","Size: 7.5","This Asics Gel-Lyte III is known as the ""Navy Buck"" edition. A part of the ""1907"" Collection, they were made in collaboration with Jersey-based boutique Packer shoes and retail juggernaut, J. Crew. Inspired by blue suede shoes made popular in the 1950s. They feature a blue-based premium suede buckskin upper with white accents, a tan liner and red sole. Dual branding on the tongue tag and insoles finish things off. Their release date was September 29th, 2017 exclusively at the J.Crew Liquor Store (235 W Broadway, NYC) followed by drops at Packer Shoes and J. Crew (in-store and online) on September 30th. Retail was $160 and they came in men's sizes. Fans of Packer Shoes have another must-have collaboration on their hands. Those looking for a pair of the ""Navy Buck"" Asics Gel-Lyte III can buy a pair online now. If you have one to sell, hit up the marketplace and see what they're going for.","Trade Range (12 Mos.)US$ 25 - US$ 105",61.6,-59.4
"4507","2017","other-sneakers",NA,"CLSLIP-KLBLKW","Vans Classic Slip-On Karl Lagerfeld Black (W)","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4508","2017","other-sneakers",NA,"RS100-ANML","Puma RS100 Animal","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4509","2017","other-sneakers",170,"V7000-CALIGULA","Diadora V7000 The Good Will Out Caligula","Size: 12",NA,"Trade Range (12 Mos.)US$ 155 - US$ 185",8.8,-19.8
"4510","2017","other-sneakers",148,"VANSOSK-NRDCBDX","Vans Old Skool Undercover Bordeaux","Size: 10",NA,"Trade Range (12 Mos.)US$ 117 - US$ 179",20.6,-1.3
"4511","2017","other-sneakers",30,"PM-BCSRFPTW","Puma Bow Creeper Sandal Rihanna Fenty Pink Tint (W)","Size: 7.5W",NA,"Trade Range (12 Mos.)US$ 19 - US$ 41",38,-81.8
"4512","2017","other-sneakers",95,"LGCY1-DMEBLK","DC Legacy 1 Dime Black","Size: 11",NA,"Trade Range (12 Mos.)US$ 86 - US$ 105",NA,-24
"4513","2017","other-sneakers",NA,"RB-FHARMFW","Reebok Freestyle Hi Amber Rose Muva Fuka (W)","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4514","2017","other-sneakers",90,"DC-L1DGYN95","DC Legacy 1 Dime Grey Neon 95","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 81 - US$ 99",NA,-28
"4515","2017","other-sneakers",150,"BRNBLK-RMWRTSTR","Brand Black Rare Metal WearTesters","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 121 - US$ 179",19.2,7.1
"4516","2017","other-sneakers",155,"ANSWR4-BLKWHT","Reebok Answer IV Stepover","Size: 11",NA,"Trade Range (12 Mos.)US$ 128 - US$ 182",17.4,3.3
"4517","2017","other-sneakers",NA,"RB-WLPLEPAH","Reebok Workout Lo Plus Limited Edt. Peace and Harmony","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4518","2017","other-sneakers",90,"SY-G9000OHT","Saucony Grid 9000 Originators Heskicks Turntable","Size 9",NA,"Trade Range (12 Mos.)US$ 63 - US$ 117",30,-25
"4519","2017","other-sneakers",159,"CTAS70H-CDGPLKADTWHT","Converse Chuck Taylor All-Star 70s Hi Comme des Garcons Polka Dot White","Size 5",NA,"Trade Range (12 Mos.)US$ 142 - US$ 176",10.6,17.8
"4520","2017","other-sneakers",125,"RB-PSHZC","Reebok Pump Supreme Hoodie Zinc","Size: 9.5",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4521","2017","other-sneakers",150,"FUSN2-COLETTE","Karhu Fusion 2.0 colette","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 120 - US$ 180",20,-25
"4522","2017","other-sneakers",140,"NB574S-WHTRD","New Balance 574 Sport White Red","Size: 13","The New Balance 574 Sport is set to make its worldwide debut during the summer of 2017. A modern take on the classic 574 silhouette, this pair is one of two colorways set to drop alongside each other. Coming in white and red, they feature a white-based premium suede and mesh upper with 3M reflective “N” logos on the sides, a new Fresh Foam cushioned midsole finished off by small hits of black and red. July 15th, 2017 marked their official release date, where they were available at select retailers with a $120 price tag. To make things even sweeter, each pair comes packed in a retro-inspired New Balance box. If you liked the Ronnie Fieg collabs and were awaiting the GR drop of the New Balance 574 Sport, the time has come. Those of you looking to buy this colorway online can do so now. If you copped them to flip, sell your pair on the marketplace today.","Trade Range (12 Mos.)US$ 112 - US$ 168",19.9,16.7
"4523","2017","other-sneakers",150,"PUMATSHN-KITH","Puma Tsugi Shinsei Kithstrike","Size: 10",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4524","2017","other-sneakers",170,"CTAS70H-CDGPLKADTBLK","Converse Chuck Taylor All-Star 70s Hi Comme des Garcons Polka Dot Black","Size 6",NA,"Trade Range (12 Mos.)US$ 148 - US$ 192",13,25.9
"4525","2017","other-sneakers",140,"GL3-PSJCGRY","ASICS Gel-Lyte III Packer Shoes x J. Crew Charcoal Suede","Size 9","This Asics Gel-Lyte III is a part of the ""1907"" Collection. Made in collaboration with Jersey-based boutique Packer shoes and retail juggernaut, J. Crew. This pair is known as the ""Charcoal Suede"" edition. Inspired by a European dress shoe that was altered in the 1950s for a Hollywood actor. They feature a grey-based premium suede upper with white and tan accents. Dual branding on the tongue tag and insoles finish things off. Their release date was September 29th, 2017 exclusively at the J.Crew Liquor Store (235 W Broadway, NYC) followed by drops at Packer Shoes and J. Crew (in-store and online) on September 30th. Retail was $160 and they came in men's sizes. Fans of Packer Shoes have another must-have collaboration on their hands. Those looking for a pair of the ""Charcoal Suede"" Asics Gel-Lyte III can buy a pair online now. If you have one to sell, hit up the marketplace and see what they're going for.","Trade Range (12 Mos.)US$ 114 - US$ 166",18.8,-12.5
"4526","2017","other-sneakers",100,"DSCBLZ-OKPFBYS","Puma Disc Blaze Overkill Pfeffiboys","Size: 11",NA,"Trade Range (12 Mos.)US$ 90 - US$ 110",NA,-33.3
"4527","2017","other-sneakers",160,"GRIDSD-EWK97TRS","Saucony Grid SD Originators EddieWinKicks 97 Taurus","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 111 - US$ 209",30.9,33.3
"4528","2017","other-sneakers",170,"VN-SOMBS","Vans Slip On Murakami Blue Skulls","Size: 11",NA,"Trade Range (12 Mos.)US$ 154 - US$ 186",9.1,126.7
"4529","2017","other-sneakers",140,"CLYDE-444DET","Puma Clyde Jay-Z 4:44 (Detroit)","Size: 13",NA,"Trade Range (12 Mos.)US$ 126 - US$ 154",NA,47.4
"4530","2017","other-sneakers",175,"CTAS70L-CDGPLKADTBLK","Converse Chuck Taylor All-Star 70s Ox Comme des Garcons Polka Dot Black","Size 5",NA,"Trade Range (12 Mos.)US$ 160 - US$ 190",8.3,40
"4531","2017","other-sneakers",90,"NB574S-RFDSMGRY","New Balance 574 Sport Ronnie Fieg X DSM Grey","Size: 7.5",NA,"Trade Range (12 Mos.)US$ 73 - US$ 107",18.9,-50
"4532","2017","other-sneakers",160,"CURRY4-WHTGLD","Under Armour Curry 4 White Gold","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 134 - US$ 186",16.5,23.1
"4533","2017","other-sneakers",100,"NB247-BRWNLX","New Balance 247 Brown Luxe","Size: 13",NA,"Trade Range (12 Mos.)US$ 64 - US$ 136",36,-16.7
"4534","2017","other-sneakers",150,"SY-CFBW","Saucony Courageous Feature Belgian Waffle","Size: 12",NA,"Trade Range (12 Mos.)US$ 97 - US$ 203",35.5,25
"4535","2017","other-sneakers",120,"VN-MSBSR","Vans Mid Skool Bodega Sub Rosa Black","Size: 10",NA,"Trade Range (12 Mos.)US$ 90 - US$ 150",24.7,20
"4536","2017","other-sneakers",200,"UA-C4LNBN","Under Armour Curry 4 Low Nothing But Nets","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 161 - US$ 239",19.4,66.7
"4537","2017","other-sneakers",100,"NB247-TOKOYORAT","New Balance 247 Mita Tokyo Rat","Size: 13",NA,"Trade Range (12 Mos.)US$ 48 - US$ 152",51.7,NA
"4538","2017","other-sneakers",195,"CTAS70L-CDGPLKADTWHT","Converse Chuck Taylor All-Star 70s Ox Comme des Garcons Polka Dot White","Size: 10",NA,"Trade Range (12 Mos.)US$ 175 - US$ 215",10.2,56
"4539","2017","other-sneakers",140,"VN-OSBSRSBK","Vans Old Skool Bodega Sub Rosa Black","Size 8",NA,"Trade Range (12 Mos.)US$ 111 - US$ 169",20.7,55.6
"4540","2017","other-sneakers",NA,"NB574-RCRD","New Balance 574 Ricardo Seco Red","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4541","2017","other-sneakers",80,"CK-WBBBBLS","Clarks Wallabee Bait Breaking Bad Blue Sky","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 63 - US$ 97",21.2,-55.6
"4542","2017","other-sneakers",NA,"FENTY-CHLSBTBLU","Puma Chelsea Sneaker Boot Rihanna Fenty Sterling Blue (W)","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4543","2017","other-sneakers",179,"VN-OSENWWT","Vans Old Skool End Nordic Wool White","Size: 11",NA,"Trade Range (12 Mos.)US$ 143 - US$ 215",20.3,88.4
"4544","2017","other-sneakers",180,"VANSSK8M-SUPBLK","Vans Sk8-Mid Supreme Velvet Leopard Black","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 147 - US$ 213",18.5,63.6
"4545","2017","other-sneakers",75,"GRIDSD-TANQLT","Saucony Grid SD Quilted Tan","Size: 11",NA,"Trade Range (12 Mos.)US$ 64 - US$ 86",14.4,-31.8
"4546","2017","other-sneakers",135,"WRKOUTPLS-TA3AM","Reebok Workout Plus Trouble Andrew 3:AM","Size: 7.5",NA,"Trade Range (12 Mos.)US$ 73 - US$ 197",45.6,12.5
"4547","2017","other-sneakers",NA,"PMACLYD-337","Puma Clyde Sneaker Politics City Clyde MSY 337","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4548","2017","other-sneakers",130,"SY-GSDSN","Saucony Grid SD Summer Nights","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 101 - US$ 159",22.1,8.3
"4549","2017","other-sneakers",145,"GLOG-SZJPNSBSBL","ASICS Gel-Lyte OG size? Japanese Baseball","Size: 11",NA,"Trade Range (12 Mos.)US$ 97 - US$ 193",33.4,20.8
"4550","2017","other-sneakers",170,"CTASL-70CRHRTBRWN","Converse Chuck Taylor All-Star 70 Ox Carhartt WIP Brown","Size 9",NA,"Trade Range (12 Mos.)US$ 135 - US$ 205",20.6,54.5
"4551","2017","other-sneakers",200,"NB990V2-TYRIAN","New Balance 990V2 Concepts Tyrian","Size: 10",NA,"Trade Range (12 Mos.)US$ 155 - US$ 245",22.7,-9.1
"4552","2017","other-sneakers",150,"NB574S-RFDSMNVY","New Balance 574 Sport Ronnie Fieg X DSM Navy","Size 8",NA,"Trade Range (12 Mos.)US$ 135 - US$ 165",NA,-16.7
"4553","2017","other-sneakers",NA,"CTAS70H-GMDYCAVS","Converse Chuck Taylor All-Star 70s Hi Gameday Cleveland Cavaliers","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4554","2017","other-sneakers",65,"PM-TMRFEBLW","Puma Trainer Mid Rihanna Fenty Evening Blue (W)","Size: 8W",NA,"Trade Range (12 Mos.)US$ 59 - US$ 72",NA,-59.4
"4555","2017","other-sneakers",130,"SY-GSDOYF","Saucony Grid SD Originators YoAnty Fenway","Size 9",NA,"Trade Range (12 Mos.)US$ 95 - US$ 165",26.6,8.3
"4556","2017","other-sneakers",NA,"VN-HCBROTDWT","Vans Half Cab Bodega Return of the Dragon White","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4557","2017","other-sneakers",225,"AS-GLMTEBXGKPT","ASICS Gel-Lyte MT Extra Butter x Ghostface Killah Pretty Toney","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 177 - US$ 273",21.4,25
"4558","2017","other-sneakers",100,"AS-GMSJ-GN","ASICS Gel Mai Slam Jam Green","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 59 - US$ 141",40.9,-25.9
"4559","2017","other-sneakers",NA,"CTAS70H-GMDYCLTCS","Converse Chuck Taylor All-Star 70s Hi Gameday Boston Celtics","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4560","2017","other-sneakers",NA,"STYL36-DRBLKRD","Vans Style 36 Dane Reynolds Black Red","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4561","2017","other-sneakers",275,"INSTA-DRMN","Reebok Instapump Fury Packer Shoes X Atmos Doraemon","Size 9",NA,"Trade Range (12 Mos.)US$ 211 - US$ 339",23.3,44.7
"4562","2017","other-sneakers",125,"UA-C4MR","Under Armour Curry 4 More Range","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 92 - US$ 158",26.4,-3.8
"4563","2017","other-sneakers",156,"VN-SO47VDFOGRD","Vans Slip-On 47 V DX Fear of God Red","Size: 12",NA,"Trade Range (12 Mos.)US$ 106 - US$ 206",32.2,56
"4564","2017","other-sneakers",NA,"INSTA-FELNEFRY","Reebok Instapump Fury Limited Edt. x SBTG Feline Fury","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4565","2017","other-sneakers",NA,"RB-ADMX10ABK","Reebok Answer DMX 10 10th Anniversary Black","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4566","2017","other-sneakers",185,"DM-3ESBY","Dr. Martens 3-Eye Supreme Burgundy","Size: 11","The Dr. Martens 3-Eye was given a Supreme makeover for Fall 2017. It was one of three pairs that dropped alongside each other and they come in a clean burgundy on burgundy colorway. Featuring a vintage smooth leather upper with an embroidered sacred heart graphic on the sides. A full gum sole with AirWair cushioning and dual branding on the insoles finish things off. Their release date was August 31st, 2017 exclusively at Supreme, in-store and online in men's sizing. Supreme heads need to have this Dr. Martens 3-Eye in their collection as it pairs perfectly with all the accessories the brand offers. If you're looking to buy a pair, hit up the marketplace today. Those looking to sell can see what they're currently going for and decide if its time to let them go now or, hold onto them a bit longer.","Trade Range (12 Mos.)US$ 167 - US$ 203",9.9,10.1
"4567","2017","other-sneakers",100,"1970UTHKR0SJCTDKHK","Converse Chuck Taylor All-Star 70s Utility Hiker Slam Jam x Cali Thornhill DeWitt (Khaki)","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 90 - US$ 110",NA,-33.3
"4568","2017","other-sneakers",51,"RBKPSUP-JAQTAP","Reebok Pump Supreme Jaqtape","Size: 12",NA,"Trade Range (12 Mos.)US$ 46 - US$ 56",NA,-71.7
"4569","2017","other-sneakers",NA,"CLUBC85-SNSPRM","Reebok Club C 85 Sneakersnstuff Premium","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4570","2017","other-sneakers",159,"GL1-PATTA","ASICS Gel-Lyte Patta","Size: 11","The original Asics Gel-Lyte made its return in 2017. This was the first pair retroed, made in collaboration with Amsterdam-based retailer, Patta. They come in a grey and purple colorway, made to commemorate the 30th Anniversary of the 1987 classic. Featuring a grey and purple-based nubuck upper with ginger striping and hits of pink on the striping underlay, lace stays and Patta-branded lace locks. Other details include: a perforated toebox, soft leather liner, dual branding on the woven tongue label, embroidered on the heel tab, printed on the insole, and on the aglets. Each pair comes with two additional sets of laces as well as a co-branded custom hangtag. A Patta exclusive, their release date was July 29th, 2017 in-store, followed by an online release on the 31st. Asics fans worldwide can appreciate the Patta x Asics Gel-Lyte retro, putting them right up there with previous collabs on various other silhouettes. If you got lucky and scored a pair, hit up the marketplace to see what they are currently going for. It might be a good time to invest and buy another pair online or, sell them.","Trade Range (12 Mos.)US$ 131 - US$ 187",17.4,-3.6
"4571","2017","other-sneakers",260,"ROCKDLTA-BLK","Under Armour The Rock Delta Black","Size: 11",NA,"Trade Range (12 Mos.)US$ 228 - US$ 292",12.1,85.7
"4572","2017","other-sneakers",218,"CV-TJAGGG","Converse Thunderbolt JW Anderson GLITTER_GUTTER Green","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 168 - US$ 268",22.9,67.7
"4573","2017","other-sneakers",195,"GL3-FOSSGLRY","ASICS Gel-Lyte III Foss Gallery White","Size: 11","This Asics Gel-Lyte III was made to commemorate the 1st Anniversary of Beijing-based retailer, Foss Gallery. They come in a clean all-white colorway and have become one of the cleanest Gel-Lyte III's of 2017. The pair features a white-based premium wrinkled leather upper with high-contrast black heels and a full translucent outsole. Details include: embossed branding on the tongue and heel, dual branding on the midsole and a galactic print on the underneath of the outsole. They dropped first at Foss Gallery on 15th followed by a wider release date of July 22nd, 2017 at select retailers. The Asics Gel-Lyte III remains one of the most popular silhouettes, and this pair is one all GL3 fans should have in their collection. If you copped them, check the marketplace out to see what they're going for. Depending on their current value, you might just want to sell them or buy another. Don't you just love the benefits of online sneaker selling?","Trade Range (12 Mos.)US$ 173 - US$ 217",11.5,NA
"4574","2017","other-sneakers",NA,"GL3-FRSDEMN","ASICS Gel-Lyte III Size? Far Side of the Moon","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4575","2017","other-sneakers",151,"SY-SM5000AG","Saucony Shadow Master 5000 Afew Goethe","Size 8",NA,"Trade Range (12 Mos.)US$ 124 - US$ 178",18.1,-13.7
"4576","2017","other-sneakers",NA,"BOLTON-REDWINGS","Reebok Bolton Burn Rubber Detroit Red Wings","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4577","2017","other-sneakers",80,"VN-S138ALYXOWT","Vans Style 138 ALYX Off White","Size 9",NA,"Trade Range (12 Mos.)US$ 23 - US$ 138",71.9,-59
"4578","2017","other-sneakers",135,"VN-AABK","Vans Authentic ALYX Black","Size 9",NA,"Trade Range (12 Mos.)US$ 130 - US$ 140",3.7,12.5
"4579","2017","other-sneakers",125,"VN-OSENWBK","Vans Old Skool End Nordic Wool Black","Size: 10",NA,"Trade Range (12 Mos.)US$ 96 - US$ 154",22.9,31.6
"4580","2017","other-sneakers",230,"AS-GLIIIBXMSJNV","ASICS Gel-Lyte III Beams x Mita Souvenir Jacket Navy","Size: 11",NA,"Trade Range (12 Mos.)US$ 187 - US$ 273",18.7,27.8
"4581","2017","other-sneakers",128,"SK8H-PATTAHYDRO","Vans Sk8-Hi Patta Hydro","Size 9",NA,"Trade Range (12 Mos.)US$ 99 - US$ 157",23,NA
"4582","2017","other-sneakers",115,"GRID9-SPRRNG","Saucony Grid 9000 Sparring","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 96 - US$ 134",16.3,-4.2
"4583","2017","other-sneakers",100,"GRIDSD-TBLAKE","Saucony Grid SD Originators TBlake Triple White","Size: 10","This Saucony Grid SD is known as the ""Triple White"" edition. Made in collaboration with TBlake as a part of the ""Originators Only"" project, they draw inspiration from an unreleased sample from the early 2000s, taken straight from the Saucony Archives. Coming in all-white, they sport a full-grain leather upper with perforated overlays. A sublimated camouflage printed liner and a full translucent ""ice"" outsole finishes this pair off. They were limited to 100 pairs. TBlake also partnered up with Mache Customs to include sharpies with each pair, allowing the owner to customize these all-white Saucony Grid SD's to their liking. Their release date was August 1st, 2017 where they were available exclusively on saucony.com for $120. If you're a fan of the TBlake x Saucony Grid SD ""Triple White,"" hit up the marketplace today and buy a pair. Those who were one of the lucky 100 to cop on release date can look online to see what they are currently going for, in case your intent is to sell.","Trade Range (12 Mos.)US$ 77 - US$ 123",22.6,-16.7
"4584","2017","other-sneakers",221,"NB998-TSMIDCITY","New Balance 998 Todd Snyder Midnight City","Size: 11",NA,"Trade Range (12 Mos.)US$ 174 - US$ 268",21.3,5.2
"4585","2017","other-sneakers",150,"VANSERA-NRDCWHT","Vans Era Undercover White","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 127 - US$ 173",15.3,15.4
"4586","2017","other-sneakers",NA,"PUMA-CREPOATML","Puma Suede Creeper Rihanna Fenty Oatmeal","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4587","2017","other-sneakers",115,"INSTA-CCBLK","Reebok Instapump Fury Concepts CC Pack Black","Size: 11",NA,"Trade Range (12 Mos.)US$ 113 - US$ 118",2.2,-34.3
"4588","2017","other-sneakers",200,"ONESTAR-GLFLEFLRSLRPWR","Converse One Star Ox Tyler The Creator Golf Le Fleur Solar Power","Size: 12",NA,"Trade Range (12 Mos.)US$ 169 - US$ 231",15.7,100
"4589","2017","other-sneakers",100,"VANSSK8M-SUPRYL","Vans Sk8-Mid Supreme Velvet Leopard Royal","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 57 - US$ 143",43.3,-9.1
"4590","2017","other-sneakers",200,"NB-574SRFDBKSB","New Balance 574 Sport Ronnie Fieg X DSM Black (Special Box)","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 168 - US$ 232",15.8,11.1
"4591","2017","other-sneakers",225,"CK-WBBBF","Clarks Wallabee Bait Breaking Bad Felina","Size: 11",NA,"Trade Range (12 Mos.)US$ 223 - US$ 228",1.1,25
"4592","2017","other-sneakers",320,"GL3-WOEIVTGNYLN","ASICS Gel-Lyte III WOEI Vintage Nylon","Size: 12",NA,"Trade Range (12 Mos.)US$ 271 - US$ 369",15.2,113.3
"4593","2017","other-sneakers",105,"CTAS70H-GMDYBULLS","Converse Chuck Taylor All-Star 70s Hi Gameday Chicago Bulls","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 95 - US$ 116",NA,-58
"4594","2017","other-sneakers",250,"SB-SBBCIC","Sandalboyz Slides BBC Ice Cream","Size: 13",NA,"Trade Range (12 Mos.)US$ 194 - US$ 306",22.5,233.3
"4595","2017","other-sneakers",225,"VN-SOS666C","Vans Slip-On Supreme 666 Checker","Size 9",NA,"Trade Range (12 Mos.)US$ 198 - US$ 252",11.9,155.7
"4596","2017","other-sneakers",NA,"AS-GLIDBATBC","ASICS Gel-Lyte III Disney Beauty and the Beast Coffee","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4597","2017","other-sneakers",205,"SK8H-ANTISSCWHT","Vans Sk8-Hi Anti Social Social Club Get Weird White","Size 9",NA,"Trade Range (12 Mos.)US$ 164 - US$ 246",19.9,95.2
"4598","2017","other-sneakers",200,"RXSTRMLT-BLKPLD","Revenge x Storm Low Top Black/Plaid","Size 6",NA,"Trade Range (12 Mos.)US$ 133 - US$ 267",33.6,NA
"4599","2017","other-sneakers",237,"VANSSK8M-SUPMGT","Vans Sk8-Mid Supreme Velvet Leopard Magenta","Size: 10",NA,"Trade Range (12 Mos.)US$ 191 - US$ 283",19.3,115.5
"4600","2017","other-sneakers",270,"WOW6-ARTBASEL","Li-Ning Way Of Wade 6 The Edition Boutique Art Basel","Size: 10",NA,"Trade Range (12 Mos.)US$ 218 - US$ 322",19.1,45.9
"4601","2017","other-sneakers",165,"SK8H-ANTISSC","Vans Sk8-Hi Anti Social Social Club Get Weird Black","Size 8",NA,"Trade Range (12 Mos.)US$ 104 - US$ 226",36.8,57.1
"4602","2017","other-sneakers",226,"GRIDSD-FSBBAGMP","Saucony Grid SD Originators Foamer Simpson Bubba Gump","Size: 10",NA,"Trade Range (12 Mos.)US$ 202 - US$ 250",10.5,88.3
"4603","2017","other-sneakers",300,"INSTA-VTMNTSBLU","Reebok Instapump Fury Vetements Blue","Size: 10",NA,"Trade Range (12 Mos.)US$ 270 - US$ 330",NA,-54.2
"4604","2017","other-sneakers",NA,"CLYDE-STONECOLD","Puma Clyde WWE Stone Cold","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4605","2017","other-sneakers",225,"VANSERA-NRDCBLK","Vans Era Undercover Black","Size: 11",NA,"Trade Range (12 Mos.)US$ 197 - US$ 253",12.4,73.1
"4606","2017","other-sneakers",NA,"CTAS70H-GMDYKNGS","Converse Chuck Taylor All-Star 70s Hi Gameday Sacramento Kings","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4607","2017","other-sneakers",85,"RB-IFUIRD","Reebok Instapump Fury Undefeated Iverson Red","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 43 - US$ 127",48.9,-52.8
"4608","2017","other-sneakers",NA,"997-BPWHT","New Balance 997 Baseball Pack White","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4609","2017","other-sneakers",NA,"998-CRMNWB","New Balance 998 Coumarin Pack White Burgundy","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4610","2017","other-sneakers",250,"VN-AALYXWT","Vans Authentic ALYX White","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 225 - US$ 275",NA,108.3
"4611","2017","other-sneakers",NA,"BK-RATGM","Brooks Regent Alumni the Great Mistake","Size --",NA,"Trade Range (12 Mos.)-- - --",NA,NA
"4612","2017","other-sneakers",180,"NB-997CE","New Balance 997.5 Concepts Esplanade","Size: 10",NA,"Trade Range (12 Mos.)US$ 126 - US$ 234",30,-20
"4613","2017","other-sneakers",180,"ROCKDLTA-CTYKHK","Under Armour The Rock Delta City Khaki","Size: 14",NA,"Trade Range (12 Mos.)US$ 136 - US$ 224",24.7,28.6
"4614","2017","other-sneakers",195,"NB997-STNC","New Balance 997 Stance First of All","Size 9",NA,"Trade Range (12 Mos.)US$ 145 - US$ 245",25.7,-18.8
"4615","2017","other-sneakers",255,"PRL-WKNDWHT","Puma Parallel The Weeknd Marshmallow","Size 9",NA,"Trade Range (12 Mos.)US$ 211 - US$ 299",17.1,15.9
"4616","2017","other-sneakers",315,"GL3-RFVLCNO2","ASICS Gel-Lyte III Ronnie Fieg Volcano 2.0","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 286 - US$ 344",9.3,26
"4617","2017","other-sneakers",330,"ROCKDLTA-BLKYLW","Under Armour The Rock Delta Black Yellow","Size: 12",NA,"Trade Range (12 Mos.)US$ 282 - US$ 378",14.5,135.7
"4618","2017","other-sneakers",200,"GL3-PSJCOXBLD","ASICS Gel-Lyte III Packer Shoes x J. Crew Oxblood Leather","Size: 10.5","This Asics Gel-Lyte III was made in collaboration with Jersey-based boutique Packer shoes and retail juggernaut, J. Crew. A part of the ""1907"" Collection, this pair known known as the ""Oxblood Leather"" edition. Inspired by a mid-19th Century dress shoe made of cordovan leather and originating from Cordoba, Spain. They feature a rich burgundy-based premium leather upper with white and black accents and a tan liner. Dual branding on the tongue tag and insoles finish things off. Their release date was September 28th, 2017 exclusively at the J.Crew Liquor Store (235 W Broadway, NYC) followed by drops at Packer Shoes and J. Crew (in-store and online) on September 30th. Retail was $160 and they came in men's sizes. Fans of Packer Shoes have another must-have collaboration on their hands. Those looking for a pair of the ""Oxblood Leather"" Asics Gel-Lyte III can buy a pair online now. If you have one to sell, hit up the marketplace and see what they're going for.","Trade Range (12 Mos.)US$ 161 - US$ 239",19.7,25
"4619","2017","other-sneakers",225,"S5000-SNKRS76","Saucony Shadow 5000 Sneakers76 the Legend of God Taras","Size: 13",NA,"Trade Range (12 Mos.)US$ 188 - US$ 262",16.6,87.5
"4620","2017","other-sneakers",290,"VN-SO47VDXFOGRB","Vans Slip-On 47 V DX Fear of God Red Black","Size: 10",NA,"Trade Range (12 Mos.)US$ 253 - US$ 327",12.9,190
"4621","2017","other-sneakers",270,"TIMB6-TNFPFFR","Timberland 6"" Boot The North Face Puffer","Size: 10",NA,"Trade Range (12 Mos.)US$ 240 - US$ 300",11,22.7
"4622","2017","other-sneakers",170,"CURRY4-MORMGC","Under Armour Curry 4 More Magic","Size: 13",NA,"Trade Range (12 Mos.)US$ 116 - US$ 224",31.5,30.8
